7.695312500000000000e-01	6.914062500000000000e-01	8.359375000000000000e-01	5.351562500000000000e-01	-5.157470703125000000e-03	8.398437500000000000e-01	3.007812500000000000e-01	1.708984375000000000e-01
1.000000000000000000e+00	2.319335937500000000e-02	8.437500000000000000e-01	1.972656250000000000e-01	-1.945495605468750000e-03	8.828125000000000000e-01	6.640625000000000000e-01	4.746093750000000000e-01
4.121093750000000000e-01	8.710937500000000000e-01	3.339843750000000000e-01	8.203125000000000000e-01	3.750000000000000000e-01	8.710937500000000000e-01	5.664062500000000000e-01	-4.211425781250000000e-03
6.875000000000000000e-01	7.460937500000000000e-01	2.617187500000000000e-01	8.007812500000000000e-01	4.414062500000000000e-01	6.328125000000000000e-01	7.695312500000000000e-01	2.255859375000000000e-01
7.929687500000000000e-01	5.351562500000000000e-01	8.437500000000000000e-01	6.992187500000000000e-01	7.929687500000000000e-01	4.511718750000000000e-01	4.902343750000000000e-01	2.695312500000000000e-01
8.945312500000000000e-01	7.851562500000000000e-01	9.570312500000000000e-01	5.742187500000000000e-01	6.289062500000000000e-01	9.179687500000000000e-01	4.785156250000000000e-01	5.703125000000000000e-01
7.929687500000000000e-01	9.335937500000000000e-01	6.914062500000000000e-01	8.789062500000000000e-01	6.289062500000000000e-01	6.523437500000000000e-01	9.609375000000000000e-01	6.835937500000000000e-01
9.453125000000000000e-01	6.640625000000000000e-01	7.734375000000000000e-01	7.421875000000000000e-01	5.937500000000000000e-01	9.921875000000000000e-01	9.023437500000000000e-01	4.531250000000000000e-01
8.867187500000000000e-01	9.570312500000000000e-01	9.960937500000000000e-01	6.914062500000000000e-01	8.593750000000000000e-01	6.953125000000000000e-01	8.085937500000000000e-01	8.007812500000000000e-01
7.226562500000000000e-01	8.320312500000000000e-01	8.984375000000000000e-01	1.000000000000000000e+00	7.968750000000000000e-01	8.164062500000000000e-01	1.000000000000000000e+00	7.812500000000000000e-01
9.062500000000000000e-01	8.515625000000000000e-01	7.851562500000000000e-01	9.648437500000000000e-01	7.382812500000000000e-01	7.343750000000000000e-01	6.953125000000000000e-01	8.085937500000000000e-01
6.914062500000000000e-01	9.843750000000000000e-01	5.468750000000000000e-01	8.828125000000000000e-01	8.046875000000000000e-01	9.843750000000000000e-01	6.601562500000000000e-01	8.046875000000000000e-01
1.000000000000000000e+00	7.382812500000000000e-01	9.257812500000000000e-01	8.554687500000000000e-01	3.808593750000000000e-01	5.351562500000000000e-01	6.601562500000000000e-01	7.773437500000000000e-01
9.218750000000000000e-01	8.671875000000000000e-01	6.718750000000000000e-01	9.726562500000000000e-01	1.000000000000000000e+00	7.031250000000000000e-01	8.476562500000000000e-01	8.750000000000000000e-01
1.000000000000000000e+00	6.132812500000000000e-01	4.492187500000000000e-01	7.265625000000000000e-01	7.382812500000000000e-01	9.804687500000000000e-01	7.343750000000000000e-01	5.664062500000000000e-01
8.828125000000000000e-01	6.171875000000000000e-01	8.398437500000000000e-01	8.632812500000000000e-01	8.789062500000000000e-01	8.945312500000000000e-01	6.835937500000000000e-01	1.000000000000000000e+00
8.398437500000000000e-01	6.367187500000000000e-01	7.890625000000000000e-01	3.574218750000000000e-01	9.257812500000000000e-01	6.445312500000000000e-01	9.023437500000000000e-01	4.628906250000000000e-01
6.640625000000000000e-01	6.132812500000000000e-01	9.453125000000000000e-01	7.578125000000000000e-01	8.203125000000000000e-01	8.632812500000000000e-01	8.125000000000000000e-01	9.843750000000000000e-01
8.476562500000000000e-01	8.515625000000000000e-01	7.695312500000000000e-01	8.203125000000000000e-01	9.492187500000000000e-01	8.632812500000000000e-01	5.976562500000000000e-01	6.328125000000000000e-01
8.281250000000000000e-01	9.140625000000000000e-01	6.328125000000000000e-01	9.648437500000000000e-01	8.398437500000000000e-01	6.132812500000000000e-01	5.712890625000000000e-02	5.429687500000000000e-01
7.031250000000000000e-01	8.671875000000000000e-01	5.976562500000000000e-01	5.625000000000000000e-01	4.609375000000000000e-01	8.320312500000000000e-01	7.773437500000000000e-01	8.007812500000000000e-01
7.382812500000000000e-01	6.015625000000000000e-01	7.421875000000000000e-01	4.941406250000000000e-01	1.328125000000000000e-01	8.242187500000000000e-01	5.390625000000000000e-01	8.125000000000000000e-01
8.632812500000000000e-01	6.523437500000000000e-01	8.710937500000000000e-01	8.750000000000000000e-01	3.046875000000000000e-01	6.875000000000000000e-01	5.781250000000000000e-01	8.085937500000000000e-01
3.007812500000000000e-01	9.296875000000000000e-01	6.914062500000000000e-01	8.359375000000000000e-01	5.703125000000000000e-01	6.054687500000000000e-01	3.183593750000000000e-01	2.148437500000000000e-01
2.675781250000000000e-01	4.589843750000000000e-01	7.226562500000000000e-02	5.507812500000000000e-01	8.242187500000000000e-01	8.164062500000000000e-01	1.000000000000000000e+00	3.100585937500000000e-02
8.281250000000000000e-01	9.726562500000000000e-01	1.298828125000000000e-01	7.539062500000000000e-01	3.750000000000000000e-01	4.726562500000000000e-01	-4.486083984375000000e-03	-2.990722656250000000e-03
7.578125000000000000e-01	1.000000000000000000e+00	5.585937500000000000e-01	6.015625000000000000e-01	4.355468750000000000e-01	3.027343750000000000e-01	3.686523437500000000e-02	5.976562500000000000e-01
8.544921875000000000e-02	8.906250000000000000e-01	5.468750000000000000e-01	8.164062500000000000e-01	1.926422119140625000e-04	8.320312500000000000e-01	3.593750000000000000e-01	6.289062500000000000e-01
4.707031250000000000e-01	8.935546875000000000e-02	5.820312500000000000e-01	7.148437500000000000e-01	8.281250000000000000e-01	8.906250000000000000e-01	9.726562500000000000e-01	2.470703125000000000e-01
1.738281250000000000e-01	-1.380920410156250000e-03	7.500000000000000000e-01	-3.452301025390625000e-04	6.718750000000000000e-01	7.226562500000000000e-01	-3.036499023437500000e-03	4.272460937500000000e-02
7.773437500000000000e-01	3.261718750000000000e-01	8.476562500000000000e-01	1.000000000000000000e+00	8.085937500000000000e-01	6.250000000000000000e-01	7.109375000000000000e-01	9.960937500000000000e-01
6.718750000000000000e-01	5.507812500000000000e-01	8.984375000000000000e-01	7.539062500000000000e-01	7.304687500000000000e-01	7.031250000000000000e-01	4.531250000000000000e-01	8.554687500000000000e-01
